Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Centric,aerotopes,size,genus,species,Gelatinous
Navicula menisculus,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,menisculus,0
Navicula minima,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Navicula,minima,0
Navicula placentula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,placentula,0
Navicula pseudanglica,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,pseudanglica,0
Navicula pupula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,pupula,0
Navicula radiosa,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,radiosa,0
Navicula reinhardtii,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,reinhardtii,0
Navicula rhynchocephala,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,rhynchocephala,0
Navicula scutelloides,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Navicula,scutelloides,0
Navicula sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,,0
Navicula spp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,,0
Navicula subhamulata,Bacillariophyceae,Naviculales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Navicula,subhamulata,0
Navicula tripunctata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,tripunctata,0
Navicula tuscula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Navicula,tuscula,0
Neidium affine,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Neidium,affine,0
Neidium binodeforme,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Neidium,binodeforme,0
Neidium dubium,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Neidium,dubium,0
Neidium iridis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Neidium,iridis,0
Neidium sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Neidium,,0
Nephrochlamys allanthoidea,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Nephrochlamys,allanthoidea,1
Nephrochlamys danica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,NA,0,small,Nephrochlamys,danica,1
Nephrochlamys subsolitaria,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,NA,0,small,Nephrochlamys,subsolitaria,1
Nephrocytium agardhianum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Nephrocytium,agardhianum,0
Nephrocytium agardhianum (petite forme) erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Nephrocytium,agardhianum,0
Nephrocytium agardhianum erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Nephrocytium,agardhianum,0
Nephrocytium limneticum,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Nephrocytium,limneticum,0
Nephrocytium sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Nephrocytium,,0
Nitzschia acicularis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,acicularis,0
Nitzschia angustatula,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Nitzschia,angustatula,0
Nitzschia archibaldii,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,archibaldii,1
Nitzschia cf. linearis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,cf.,0
Nitzschia cf. tryblionella,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,cf.,0
Nitzschia constricta,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,constricta,0
Nitzschia debilis,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Nitzschia,debilis,0
Nitzschia dissipata,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,dissipata,0
Nitzschia flexa,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,flexa,0
Nitzschia fonticola,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,fonticola,0
Nitzschia fruticosa,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,1,box,0,0,large,Nitzschia,fruticosa,0
Nitzschia gracilis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,gracilis,0
Nitzschia graciloides,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,rhp,0,0,large,Nitzschia,graciloides,0
Nitzschia hantzschiana,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,hantzschiana,0
Nitzschia inconspicua,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Nitzschia,inconspicua,0
Nitzschia lacuum,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,rhp,0,0,small,Nitzschia,lacuum,0
Nitzschia lanceolata,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,lanceolata,0
Nitzschia levidensis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,levidensis,0
Nitzschia linearis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,linearis,0
Nitzschia palea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,palea,0
Nitzschia paleacea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,paleacea,0
Nitzschia recta,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,recta,0
Nitzschia romana,Bacillariophyceae,Bacillariales,1,0,1,0,Nanophytoplancton,0,0,box,0,0,small,Nitzschia,romana,0
Nitzschia sigma,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,sigma,0
Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,sigmoidea,0
Nitzschia sp.,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,,0
Nitzschia spp.,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,,0
Nitzschia vermicularis,Bacillariophyceae,Bacillariales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Nitzschia,vermicularis,0
Ochromonas cf. variabilis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Ochromonas,cf.,0
Ochromonas nannos,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Ochromonas,nannos,0
Ochromonas pyriformis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Ochromonas,pyriformis,0
Ochromonas sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Ochromonas,,0
Ochromonas sp. 10 µm,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Ochromonas,,0
Ochromonas tenera,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Ochromonas,tenera,0
Ochromonas verrucosa,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Ochromonas,verrucosa,0
Oedogonium grosse cellule Bourget03,Chlorophyceae,Oedogoniales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oedogonium,grosse,0
Oedogonium sp.,Chlorophyceae,Oedogoniales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oedogonium,,0
Oestrupia bicontracta,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Oestrupia,bicontracta,0
Oocystis borgei,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Oocystis,borgei,0
Oocystis bispora,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Oocystis,cf.,0
Oocystis lacustris,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Oocystis,lacustris,0
Oocystis marsonii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Oocystis,marsonii,0
Oocystis naegelii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,large,Oocystis,naegelii,0
Oocystis parva,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Oocystis,parva,0
Oocystis polymorpha,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,trel,0,0,large,Oocystis,polymorpha,0
Oocystis rhomboidea,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Oocystis,rhomboidea,0
Oocystis solitaria,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,trel,0,0,large,Oocystis,solitaria,0
Oocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Oocystis,,0
Ophiocytium lagerheimii,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,Ophiocytium,lagerheimii,0
Oscillatoria bourrellyi,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,bourrellyi,0
Oscillatoria cf. janus,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,cf.,0
Oscillatoria cf. limnetica,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,cf.,0
Oscillatoria cf. major,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,cf.,0
Oscillatoria cf. tenuis,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,cf.,0
Oscillatoria limosa,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,limosa,0
Oscillatoria sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Oscillatoria,,0
Palmella sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Palmella,,0
Palmellaceae sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Palmellaceae,,0
Pandorina morum,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pandorina,morum,1
Pandorina morum var. major,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,1,con,0,0,large,Pandorina,morum,1
Pandorina sp.,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,1,trel,0,0,small,Pandorina,,1
Pannus spumosus,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Pannus,spumosus,1
Papenfussiomonas cordata,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,NA,0,small,Papenfussiomonas,cordata,1
Paradoxia multiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,NA,0,large,Paradoxia,multiseta,1
Paradoxia multiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,NA,0,large,Paradoxia,multiseta,1
Paradoxia multiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,Paradoxia,multiseta,1
Paradoxia multiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,Paradoxia,multiseta,1
Paradoxia pelletieri,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,NA,0,large,Paradoxia,pelletieri,1
Paulschulzia pseudovolvox,Chlorophyceae,Tetrasporales,0,0,0,1,Microphytoplancton,0,1,ell,NA,0,large,Paulschulzia,pseudovolvox,1
Pediastrum biradiatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,biradiatum,1
Pediastrum boryanum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,boryanum,1
Pediastrum boryanum var. longicorne,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,boryanum,1
Pediastrum duplex,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,duplex,1
Pediastrum duplex var. gracillimum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,duplex,1
Pediastrum simplex,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,simplex,1
Pediastrum simplex var. sturmii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,simplex,1
Pediastrum tetras,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Pediastrum,tetras,1
Penium sp.,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,large,Penium,,1
Penium spinospermum,Zygnematophyceae,Zygnematales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Penium,spinospermum,1
Peridiniopsis cunningtonii,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,cunningtonii,0
Peridiniopsis cunningtonii tab. contactum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,cunningtonii,0
Peridiniopsis elpatiewski,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,elpatiewski,0
Peridiniopsis penardiforme,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,penardiforme,0
Peridiniopsis polonicum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,large,Peridiniopsis,polonicum,1
Peridiniopsis quadridens,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,quadridens,0
Peridiniopsis umbonatum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridiniopsis,umbonatum,0
Peridinium aciculiferum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,aciculiferum,0
Peridinium cinctum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,cinctum,0
Peridinium goslaviense,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,goslaviense,0
Peridinium inconspicuum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,inconspicuum,0
Peridinium inconspicuum var. contactum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,inconspicuum,0
Peridinium inconspicuum var. remotum,Dinophyceae,Peridiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Peridinium,inconspicuum,0
Peridinium sp.,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,,0
Peridinium sp. (petit),Dinophyceae,Peridiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Peridinium,,0
Peridinium umbonatum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,umbonatum,0
Peridinium umbonatum var. conjectum f. spiniferum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,umbonatum,0
Peridinium volzii,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,volzii,0
Peridinium willei,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Peridinium,willei,0
Phacotus lendneri,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,small,Phacotus,lendneri,1
Phacotus lenticularis,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Phacotus,lenticularis,1
Phacus acuminatum,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,acuminatum,0
Phacus cf. pusillus,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Phacus,cf.,0
Phacus granulatus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,granulatus,0
Phacus longicauda,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,longicauda,0
Phacus monilatus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,monilatus,0
Phacus orbicularis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,orbicularis,0
Phacus pleuronectes var. pleuronectes,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,pleuronectes,0
Phacus sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,,0
Phacus tortus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,large,Phacus,tortus,0
Phormidium amoenum,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,ell,0,0,large,Phormidium,amoenum,0
Phormidium sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Phormidium,,0
Pinnularia acrosphaeria,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,acrosphaeria,0
Pinnularia biceps,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,biceps,0
Pinnularia gibba,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,gibba,0
Pinnularia major,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,major,0
Pinnularia sp.,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,,0
Pinnularia viridis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,0,large,Pinnularia,viridis,0
Placoneis clementis,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Placoneis,clementis,0
Plagioselmis lacustris,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Plagioselmis,lacustris,0
Plagioselmis nannoplanctica,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Plagioselmis,nannoplanctica,0
Planktolyngbya limnetica,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Planktolyngbya,limnetica,0
Planktolyngbya sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Planktolyngbya,,0
Planktonema lauterbornii,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Planktonema,lauterbornii,1
Planktosphaeria gelatinosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,large,Planktosphaeria,gelatinosa,0
Planktothrix agardhii,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,1,large,Planktothrix,agardhii,0
Planktothrix rubescens,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,1,large,Planktothrix,rubescens,0
Planktothrix sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,1,large,Planktothrix,,0
Planothidium calcar,Bacillariophyceae,Achnanthales,1,0,1,0,Nanophytoplancton,0,0,box,NA,0,small,Planothidium,calcar,0
Planothidium lanceolatum,Bacillariophyceae,Achnanthales,1,0,1,0,Microphytoplancton,0,0,box,NA,0,large,Planothidium,lanceolatum,0
Pleurotaenium trabecula,Zygnematophyceae,Zygnematales,0,0,0,1,Microphytoplancton,0,0,tub,NA,0,large,Pleurotaenium,trabecula,1
Polyedriopsis bitridens,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,box,NA,0,small,Polyedriopsis,bitridens,1
Pseudanabaena acicularis,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,acicularis,0
Pseudanabaena arcuata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,arcuata,0
Pseudanabaena articulata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,articulata,0
Pseudanabaena catenata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,catenata,0
Pseudanabaena catenata filament 20 µm,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,catenata,0
Pseudanabaena cf. tenuis,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,cf.,0
Pseudanabaena galeata,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,galeata,0
Pseudanabaena limnetica,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,limnetica,0
Pseudanabaena minuta,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,minuta,1
Pseudanabaena mucicola,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,mucicola,0
Pseudanabaena sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,NA,0,large,Pseudanabaena,,0
Pseudochlorella pyrenoidosa,Trebouxiophyceae,Prasiolales,0,NA,NA,NA,Nanophytoplancton,0,0,sphe,NA,0,small,Pseudochlorella,pyrenoidosa,1
Pseudococcomyxa sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,NA,0,small,Pseudococcomyxa,,0
Pseudogoniochloris tripus,Xanthophyceae,Mischococcales,0,0,0,1,Microphytoplancton,0,0,prisme,NA,0,large,Pseudogoniochloris,tripus,0
Pseudokephyrion blatnense,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Pseudokephyrion,blatnense,0
Pseudokephyrion conicum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Pseudokephyrion,conicum,0
Pseudokephyrion ellipsoideum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Pseudokephyrion,ellipsoideum,0
Pseudokephyrion entzii,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Pseudokephyrion,entzii,0
Pseudokephyrion latum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,small,Pseudokephyrion,latum,0
Pseudokephyrion pseudospiralis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Pseudokephyrion,pseudospiralis,0
Pseudokephyrion sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,small,Pseudokephyrion,,0
Pseudokephyrion striatum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,con,0,0,small,Pseudokephyrion,striatum,0
Pseudopedinella sp.,Dictyochophyceae,Pedinellales,1,0,1,0,Nanophytoplancton,0,1,ell,NA,0,small,Pseudopedinella,,1
Pseudosphaerocystis lundii,Chlorophyceae,Tetrasporales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,large,Pseudosphaerocystis,lundii,0
Pseudostaurastrum alternans,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,NA,0,large,Pseudostaurastrum,alternans,0
Pseudostaurastrum hastatum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,NA,0,large,Pseudostaurastrum,hastatum,0
Pseudostaurastrum hastatum var. palatinum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,NA,0,large,Pseudostaurastrum,hastatum,0
Pseudostaurastrum limneticum,Eustigmatophyceae,Eustigmatales,0,0,0,1,Microphytoplancton,0,0,box,NA,0,large,Pseudostaurastrum,limneticum,0
Pseudostaurosira parasitica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Pseudostaurosira,parasitica,0
Pseudostaurosira robusta,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,NA,0,small,Pseudostaurosira,robusta,0
Pseudotetraedriella kamillae,Eustigmatophyceae,Eustigmatales,0,0,0,1,Nanophytoplancton,0,0,box,0,0,small,Pseudotetraedriella,kamillae,0
Pteromonas aculeata,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,0,trel,0,0,large,Pteromonas,aculeata,1
Pteromonas angulosa,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,small,Pteromonas,angulosa,1
