Genus + species name,Empire,Kingdom,Subkingdom,Phylum,Class,Order,Family,Genus,Species,Kind of infraspecific level: var./f./ssp.,Infraspecific name,Determination uncertainty level,Authorities,Class sensu Bourrelly (1974),INRA code,Cell length µm,Cell width µm,Cell thickness µm,Geometrical shape of the cell,Multiplicative factor to the geometrical shape to get the cell biovolume,Dividing factor to the geometrical shape to get the cell surface area,Cell surface area µm²,Cell biovolume µm3,Number of cells per colony,Cumulated surface area of cells in a colony µm²,Cumulated biovolume of cells in a colony µm3,Colony length (takes into account mucilage) µm,Colony width (takes into account mucilage) µm,Colony thickness (takes into account mucilage) µm,Geometrical shape of the colony,Multiplicative factor to the geometrical shape to get the colony biovolume (without mucilage),Dividing factor to the geometrical shape to get the colony surface area (take into account mucilage),Colony surface area µm² (with mucilage),Colony biovolume µm3 (without mucilage),Reference biovolume,Maximal length of the algal object,Notes on biovolumes,Organic carbon ratio (Wetzel et Likens 2000),Functional groups (Reynolds 2002),Functional groups (Padisak 2009),Morpho-classification (Kruk 2010),Nano/microphytoplankton,Mobility apparatus,Mobility apparatus: Flagella,Mobility apparatus: Raphe,Colonial,Filament,Heterotrophic,Mixotrophic,Autotrophic,<=5,8-May,15-Aug,15-30,30-60,>60
Chrooccocus distans (4 cells),Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,distans,f.,4 cells,,(GM Smith) Komarkova-Legnerova et Cronberg,Cyanobactéries,10411,6.2,6.2,6.2,sphe,1,1,120.7,124.72,4,482.81,498.9,30,30,30,box,0.05,1,5400,1350,498.8999467,19,Averages from literature,0.22,,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus limneticus,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,limneticus,,,,Lemmermann,Cyanobactéries,10410,12,12,12,sphe,1,1,452.16,904.32,4,1808.64,3617.28,60,60,30,box,0.3,1,14400,32400,16964,60,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,1,3,3,2,1,0
Chroococcus minimus,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minimus,,,,(Keissler) Lemmermann,Cyanobactéries,10412,2,2,2,sphe,1,1,46.6,4.19,4,186.4,16.75,10,10,6,box,0.2,1,440,120,16.74666667,10,Averages from literature,0.22,,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,1,3,3,2,1,0
Chroococcus minimus colony 50 µm,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minimus,colony,colony 50 µm,,(Keissler) Lemmermann,Cyanobactéries,10413,2,2,2,sphe,1,1,46.6,4.19,150,6989.82,628,50,50,50,ell,0.1,1,24400.08,6541.67,628,10,Bourget 16- 2017,0.22,,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,1,3,3,2,1,0
Chroococcus minutus,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minutus,,,,(Kuetzing) Naegeli,Cyanobactéries,10419,7.5,7.5,7.5,ell,1,1,561.89,220.78,2,1123.77,441.56,25,25,25,box,0.2,1,3750,3125,441.5625,25,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus microscopicus,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,microscopicus,,,,Komárková-Legnerová & G.Cronberg,Cyanobactéries,10421,1,1,1,ell,1,1,15.03,0.52,120,1804.09,62.8,20,20,20,box,0.01,1,2400,80,62.8,120,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus obliteratus,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,obliteratus,,,,Reichter,Cyanobactéries,10422,4.5,4.5,4.5,ell,1,1,208.34,47.69,4,833.38,190.76,10,10,5,box,0.9,1,400,450,190.755,10,Averages from literature,0.22,,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus prescottii,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,prescottii,,,,Drouet & Daily,Cyanobactéries,10423,6.5,6.5,6.5,sphe,1,1,132.67,143.72,4,530.66,574.88,24,24,18,box,0.3,1,2880,3110.4,574.8816667,24,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,sp.,,,Species,Nägeli,Cyanobactéries,10400,10,8,8,ell,1,1,792.06,334.93,16,12672.91,5358.93,100,32,32,box,0.1,1,14848,10240,5361.7,60,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus turgidus (8 cells),Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,turgidus,f.,8 cells,,(Kützing) Nägeli,Cyanobactéries,10430,19,15,15,ell,1,1,2793.88,2237.25,8,22351.06,17898,100,60,60,box,0.2,1,31200,72000,17907.1,70,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus turgidus (4 cells),Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,turgidus,f.,4 cells,,(Kütz.) Nägeli,Cyanobactéries,10431,20,20,20,sphe,1,1,1256,4186.67,4,5024,16746.67,100,60,60,box,0.2,1,31200,72000,16746.66667,40,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Chroococcus varius,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,varius,,,,Braun,Cyanobactéries,10432,3,3,3,sphe,1,1,28.26,14.13,140,3956.4,1978.2,50,35,35,trel,0.7,1,17080.06,22437.92,1978.2,50,Mesure Bourget 3-2013,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Coelosphaerium kutzingii,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Coelosphaerium,kutzingii,,,,Nägeli,Cyanobactéries,10510,2.5,2.5,2.5,ell,1,1,69.37,8.18,80,5549.79,654.17,50,50,50,ell,0.01,1,24400.08,654.17,654.5,50,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Cyanobium sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Cyanobium,sp.,,,Species,Rippka & Cohen-Bazire,Cyanobactéries,11945,3.5,3.5,3.5,ell,1,1,129.23,22.44,1,129.23,22.44,,,,,,,,,43,3.5,Averages from literature,0.22,,Z,VII,Nanophytoplankton,0,0,0,0,0,0,0,1,,,,,,
Cyanodictyon planctonicum,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,planctonicum,,,,B. Meyer,Cyanobactéries,11946,1.5,1,1,trel,1,1,19.02,0.79,500,9508.85,392.5,60,60,60,trel,0.1,1,35125.51,11304,39.25,70,Mesure sur le Léman n16 2008,0.22,,K,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Cyanosarcina chroococcoides,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Cyanosarcina,chroococcoides,,,,(Geitler) Kovacik,Cyanobactéries,11947,9,9,9,sphe,1,1,254.34,381.51,4,1017.36,1526.04,20,10,10,box,0.8,1,1000,1600,1526.04,20,moyenne Susswasserflora,0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Cylindrospermum Bourget03,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,Bourget03,,,,Kützing ex Bornet & Flahault,Cyanobactéries,11950,3.5,3.5,3.5,tube,1,1,57.7,33.66,80,4615.8,2692.55,280,3.5,3.5,tube,1,1,3096.43,2692.55,1795.9,100,Averages from literature,0.22,,MP,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Geitlerinema acutissimum,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Geitlerinema,acutissimum,,,,(Kufferath) Anagnostidis,Cyanobactéries,10930,5,2,2,ell,1,1,102.06,10.47,25,2551.48,261.67,100,2,2,tube,1,1,634.28,314,314.2,100,Averages from literature,0.22,,S1,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Geitlerinema amphibium,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Geitlerinema,amphibium,,,,(C. Agardh) Anagnostidis,Cyanobactéries,10931,6,2.4,2.4,tube,1,1,54.26,27.13,17,922.41,461.2,100,3.5,3.5,tube,1,1,1118.23,961.63,461,100,Averages from literature,0.22,,S1,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Gloeocapsa granosa,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,granosa,,,,(Berkeley) Kützing,Cyanobactéries,10451,4.5,4.5,4.5,sphe,1,1,63.59,47.69,2,127.17,95.38,25,25,25,sphe,1,1,1962.5,8177.08,0,25,Averages from literature,0.22,,,,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gloeocapsopsis sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis,sp.,,,Species,Geitler ex Komarek,Cyanobactéries,10450,3,3,3,sphe,1,1,28.26,14.13,15,423.9,211.95,9,9,9,box,0.9,1,486,656.1,211.95,3,Mesures sur rivières Morcille hiver 2007-2008,0.22,,,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gomphosphaeria pusilla,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Gomphosphaeria,pusilla,,,,(Van Goor) J. Komarek,Cyanobactéries,10630,10,5,5,ell,1,1,495.04,130.83,50,24751.78,6541.67,25,25,25,ell,0.8,1,6114.8,6541.67,6545,25,Averages from literature,0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gomphosphaeria compacta,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Gomphosphaeria,compacta,,,,(Lemmermann) Ström,Cyanobactéries,10640,4.5,3.5,3.5,ell,1,1,162.05,28.85,1800,291681.65,51927.75,70,70,70,ell,0.3,1,47800.4,53851,53878.3,70,Averages from literature,0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gomphosphaeria lacustris,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Gomphosphaeria,lacustris,,,,Chodat,Cyanobactéries,10610,2,2,3,ell,1,1,58.95,6.28,128,7545.13,803.84,40,40,40,ell,0.5,1,15624.05,16746.67,804.2,60,Averages from literature,0.22,,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gomphosphaeria rosea,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Gomphosphaeria,rosea,,,,(Snow) Lemmermann,Cyanobactéries,10620,3,3,3,ell,1,1,96.91,14.13,512,49616.23,7234.56,50,50,50,ell,0.5,1,24400.08,32708.33,7238.2,50,Averages from literature,0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Gomphosphaeria sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Gomphosphaeria,sp.,,,Species,Kützing,Cyanobactéries,10621,8,4,4,ell,1,1,318.9,66.99,30,9567.02,2009.6,12,12,12,ell,0.5,1,1420.17,452.16,2009.6,120,Averages from literature,0.22,,Lm,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Jaaginema geminatum,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Jaaginema,geminatum,,,,(Meneghini ex Gomont) Anagnostidis & J. Komarek,Cyanobactéries,10975,7,3.4,3.4,tube,1,1,92.88,63.52,14.28571429,1326.87,907.46,100,3.4,3.4,tube,1,1,1085.75,907.46,907.9,100,Averages from literature,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron cf. skujae,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,skujae,,,,Anagnostidis & Komarek,Cyanobactéries,11751,5,2.5,2.5,ell,1,1,127.57,16.35,20,2551.48,327.08,100,2.8,2.5,tube,0.8,0.8,891.47,492.35,560,100,Averages from literature,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron constrictum,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,constrictum,,,,(Szafer) Anagnostidis & Komarek,Cyanobactéries,11752,5,5,5,ell,1,1,255.15,65.42,20,5102.96,1308.33,100,5,5,tube,0.8,0.8,1619.06,1570,1570,100,moyenne Susswasserflora,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron minutum,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,minutum,,,,(Skuja) Anagnostidis & Komarek,Cyanobactéries,11753,4,2.5,2.5,ell,1,1,103.98,13.08,20,2079.7,261.67,80,2.5,2.5,tube,0.8,0.8,640.27,314,0,80,moyenne Susswasserflora,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron schmidlei,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,schmidlei,,,,(Jaag) Anagnostidis & J. Komarek,Cyanobactéries,11040,10,8,8,ell,1,1,792.06,334.93,5,3960.29,1674.67,50,8,8,tube,1,1,1356.48,2512,2513.3,50,Averages from literature,0.22,,,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,sp.,,,Species,Anagnostidis & J. Komarek,Cyanobactéries,11750,1,1,1,ell,1,1,15.03,0.52,100,1503.41,52.33,100,1,1,tube,1,1,315.57,78.5,78.5,100,Averages from literature,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Komvophoron sp. 3 µm,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Boriziaceae,Komvophoron,sp. 3 µm,,,Species,Anagnostidis & Komarek,Cyanobactéries,11751,3,3,3,ell,1,1,96.91,14.13,33.33333333,3230.22,471,100,3,3,tube,1,1,956.13,706.5,560,100,Moyennes sur Annecy 2009 n 3,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Lemmermanniella parva,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Lemmermanniella,parva,,,,Hindák,Cyanobactéries,11520,1.5,1,1,trel,1,1,19.02,0.79,5700,108400.93,4474.5,44,44,44,sphe,0.1,1,6079.04,4457.96,4460,44,"Moyennes sur Léman, Aiguebellette",0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Lemmermanniella sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Synechococcaceae,Lemmermanniella,sp.,,,Species,Geitler,Cyanobactéries,11521,1.5,1,1,trel,1,1,19.02,0.79,300,5705.31,235.5,46,46,46,sphe,0.01,1,6644.24,509.39,52046.54667,47,Observé sur Annecy en 1999,0.22,,,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Leptolyngbya lagerheimii,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,lagerheimii,,,,(Gomont) Anagnostidis & J. Komarek,Cyanobactéries,11303,1.7,1.7,1.7,tube,1,1,13.61,3.86,23.52941176,320.28,90.75,40,1.7,1.7,tube,1,1,218.06,90.75,90.746,40,"1 individu sur Annecy n 3-2007, de longeur 40 um",0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Leptolyngbya sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,sp.,,,Species,Anagnostidis & J. Komarek,Cyanobactéries,11307,2,2,2,tube,1,1,18.84,6.28,50,942,314,100,2,2,tube,1,1,634.28,314,314,100,Averages from literature,0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Leptolyngbya sp. 1,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,sp. 1,,,Species,Anagnostidis & Komarek,Cyanobactéries,11304,1,1,1,tube,1,1,4.71,0.79,100,471,78.5,100,1,1,tube,1,1,315.57,78.5,78.5,100,Mesures sur Morcille été 2007 (ecotox Aurelie Villeneuve),0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Leptolyngbya sp. 2,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,sp. 2,,,Species,Anagnostidis & Komarek,Cyanobactéries,11306,4,4,4,tube,1,1,75.36,50.24,25,1884,1256,100,4,4,tube,1,1,1281.12,1256,1256,100,Mesures sur Morcille été 2007 (ecotox Aurelie Villeneuve),0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Leptolyngbya valderiana,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,valderiana,,,,(Gomont) Anagnostidis & J. Komarek,Cyanobactéries,11305,2,2,2,tube,1,1,18.84,6.28,50,942,314,100,2,2,tube,1,1,634.28,314,314,100,Mesures sur Morcille été 2007 (ecotox Aurelie Villeneuve),0.22,,,IV,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Limnothrix guttulata,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,guttulata,,,,(Van Goor) I. Umezaki & M. Watanabe,Cyanobactéries,11314,6,3,3,tube,1,1,70.65,42.39,16.66666667,1177.5,706.5,100,3,3,tube,1,1,956.13,706.5,706.5,100,Averages from literature,0.22,,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Limnothrix obliqueacuminata,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,obliqueacuminata,,,,(Skuja) Meffert,Cyanobactéries,10959,10,1.8,1.8,tube,1,1,61.61,25.43,10,616.07,254.34,100,1.8,1.8,tube,1,1,570.29,254.34,254.34,100,Averages from literature,0.22,,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Limnothrix planctonica,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,planctonica,,,,(Woloszynska) Meffert,Cyanobactéries,10961,8,2,2,tube,1,1,56.52,25.12,12.5,706.5,314,100,2,2,tube,1,1,634.28,314,314,100,Mesure canaux Thonon 5 2009,0.22,,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Limnothrix redeckei,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,redeckei,,,,(Goor) Meffert,Cyanobactéries,10960,6,1.5,1.5,tube,1,1,31.79,10.6,16.66666667,529.88,176.63,100,1.5,1.5,tube,1,1,474.53,176.63,176.7,100,Averages from literature,0.22,S1,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,0,0,0,0,2,8
Limnothrix sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,sp.,,,Species,Meffert,Cyanobactéries,10962,8,2,2,tube,1,1,56.52,25.12,12.5,706.5,314,100,2,2,tube,1,1,634.28,314,314,100,Averages from literature,0.22,,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Limnotrix cf. planctonica,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Pseudanabaenaceae,Limnothrix,planctonica,,,,(Woloszynska) Meffert,Cyanobactéries,10963,8,2,2,tube,1,1,56.52,25.12,12.5,706.5,314,100,2,2,tube,1,1,634.28,314,314,100,Averages from literature,0.22,,S1,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Lyngbya sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,sp.,,,Species,C. Agardh,Cyanobactéries,10964,5,8,8,tube,1,1,226.08,251.2,20,4521.6,5024,100,8,8,tube,1,1,2612.48,5024,5024,100,Averages from literature,0.22,,Tc,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Lyngbya sp. 116,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,sp. 116,,,Species,Agardh,Cyanobactéries,11300,2,6,6,tube,1,1,94.2,56.52,50,4710,2826,100,6,6,tube,1,1,1940.52,2826,2827.4,100,Averages from literature,0.22,,Tc,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Lyngbya truncicola,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,truncicola,,,,Ghose,Cyanobactéries,11301,5,15,15,tube,1,1,588.75,883.13,20,11775,17662.5,100,15,15,tube,1,1,5063.25,17662.5,17671,100,Averages from literature,0.22,,Tc,III,Microphytoplankton,0,0,0,1,1,0,0,1,,,,,,
Merismopedia cf. hyalina,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,hyalina,,,,(Ehrenberg) Kützing,Cyanobactéries,10130,3,3,3,ell,1,1,96.91,14.13,16,1550.51,226.08,60,60,9,box,0.4,1,9360,12960,226,20,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia cf. minima,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,minima,,,,Beck Ex Beck & Zahl.,Cyanobactéries,10120,0.8,0.8,0.8,ell,1,1,10.86,0.27,32,347.67,8.57,35,17,4,box,0.4,1,1606,952,9,20,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia cf. punctata,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,punctata,,,,Meyer In Wiegmann,Cyanobactéries,10116,3,3,3,ell,1,1,96.91,14.13,8,775.25,113.04,12,12,12,box,1,1,864,1728,450,12,Averages from literature,0.22,Lo,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia duplex,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,duplex,,,,Playfair,Cyanobactéries,10117,3.5,3.5,3.5,ell,1,1,129.23,22.44,8,1033.88,179.5,15,15,5,box,1,1,750,1125,179.5033333,15,Averages from literature,0.22,Lo,Lo,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia elegans,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,elegans,,,,A. Braun in Kützing,Cyanobactéries,10115,7,6,6,ell,1,1,420.71,131.88,128,53851.26,16880.64,35,35,6,box,0.75,1,3290,5512.5,5500,70,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia glauca,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,glauca,,,,(Ehrenberg) Kützing,Cyanobactéries,10110,4.5,4.5,4.5,ell,1,1,208.34,47.69,32,6667.01,1526.04,35,35,4.5,box,0.4,1,3080,2205,1526.8,120,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia punctata,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,punctata,,,,Meyen,Cyanobactéries,10111,3,3,3,ell,1,1,96.91,14.13,32,3101.01,452.16,35,35,3,box,0.4,1,2870,1470,452.16,96,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia sp.,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,sp.,,,Species,Meyen,Cyanobactéries,10100,2,2,2,ell,1,1,46.6,4.19,32,1491.16,133.97,30,30,2,box,0.4,1,2040,720,134,50,Averages from literature,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Merismopedia tenuissima,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Merismopediaceae,Merismopedia,tenuissima,,,,Lemmermann,Cyanobactéries,10140,1,1,1,ell,1,1,15.03,0.52,32,481.09,16.75,20,20,1,box,0.4,1,880,160,16.74666667,20,Mesures sur Bayssou - 06-2008,0.22,Lo,Lo,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Microcystis aeruginosa,Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,,,,Kützing,Cyanobactéries,10210,5,5,5,sphe,1,1,78.5,65.42,80,6280,5233.33,100,100,100,sphe,0.01,1,31400,5233.33,5236,100,Averages from literature,0.22,M,M,VII,Microphytoplankton,0,0,0,1,0,0,0,1,,,,,,
Microcystis aeruginosa (single cell),Prokaryota,Bacteria,Negibacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa,f.,single cell,,(Kutzing) Lemmermann,Cyanobactéries,10211,5,5,5,sphe,1,1,78.5,65.42,1,78.5,65.42,,,,,,,,,65.45,5,Averages from literature,0.22,M,M,VII,Nanophytoplankton,0,0,0,1,0,0,0,1,,,,,,
