,Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Gelatinous,Diatom,Cyanobacteria,Centric,aerotopes,size,genus,species
708,Sellaphora pupula,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Sellaphora,pupula
709,Sellaphora rostrata,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Sellaphora,rostrata
710,Skeletonema cf subsalsum,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,1,1,tub,0,1,0,1,0,large,Skeletonema,subsalsum
711,Stauroneis anceps,Bacillariophyceae,Naviculales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Stauroneis,anceps
712,Staurosira leptostauron,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Staurosira,leptostauron
713,Staurosira brevistriata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Staurosira,brevistriata
714,Staurosira construens,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Staurosira,construens
715,Pseudostaurosira parasitica,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Pseudostaurosira,parasitica
716,Pseudostaurosira robusta,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Pseudostaurosira,robusta
717,Staurosira mutabilis,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Staurosira,mutabilis
718,Staurosira pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Staurosira,pinnata
719,Staurosirella pinnata,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,1,1,box,0,1,0,0,0,small,Staurosirella,pinnata
720,Stephanodiscus alpinus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Stephanodiscus,alpinus
721,Stephanodiscus binderanus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,1,1,box,0,1,0,0,0,large,Stephanodiscus,binderanus
722,Stephanodiscus hantzschii,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Stephanodiscus,hantzschii
723,Stephanodiscus hantzschii f. tenuis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Stephanodiscus,hantzschii
724,Stephanodiscus irregulare,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Stephanodiscus,irregulare
725,Stephanodiscus minutulus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Stephanodiscus,minutulus
726,Stephanodiscus neoastraea,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Stephanodiscus,neoastraea
727,Stephanodiscus parvus,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Stephanodiscus,parvus
728,Stephanodiscus sp.,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Stephanodiscus,
729,Stephanodiscus tenuis,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,box,0,1,0,0,0,small,Stephanodiscus,tenuis
730,Surirella amphioxys,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,amphioxys
731,Surirella cf brebissonii,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,brebissonii
732,Surirella elegans,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,elegans
733,Surirella linearis,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,linearis
734,Surirella minuta,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,minuta
735,Surirella ovata,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,ovata
736,Surirella sp.,Bacillariophyceae,Surirellales,1,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Surirella,
737,Synedra sp.,Fragilariophyceae,Fragilariales,0,0,1,0,Nanophytoplancton,0,1,box,0,1,0,0,0,small,Synedra,
738,Tabellaria fenestrata,Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Tabellaria,fenestrata
739,Tabellaria flocculosa,Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Tabellaria,flocculosa
740,Tabellaria flocculosa (lac),Fragilariophyceae,Tabellariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Tabellaria,flocculosa
741,Thalassiosira pseudonana,Coscinodiscophyceae,Thalassiosirales,0,0,1,0,Nanophytoplancton,0,0,tub,0,1,0,1,0,small,Thalassiosira,pseudonana
742,Ulnaria ulna,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,1,box,0,1,0,0,0,large,Ulnaria,ulna
743,Ulnaria acus,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Ulnaria,acus
744,Ulnaria delicatissima var. angustissima,Fragilariophyceae,Fragilariales,0,0,1,0,Microphytoplancton,0,0,box,0,1,0,0,0,large,Ulnaria,delicatissima
745,Acanthosphaera sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Acanthosphaera,
746,Actinastrum gracillimum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Actinastrum,gracillimum
747,Actinastrum hantzschii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Actinastrum,hantzschii
748,Actinastrum aciculare,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,con,0,0,0,0,0,large,Actinastrum,aciculare
749,Amphikrikos minutissimus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Amphikrikos,minutissimus
750,Amphikrikos sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Amphikrikos,
751,Coccomyxa littoralis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Coccomyxa,littoralis
752,Pseudococcomyxa sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Pseudococcomyxa,
753,Ankistrodesmus bibraianus erreur,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,,1,0,0,0,0,large,Ankistrodesmus,bibraianus
754,Ankistrodesmus falcatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,1,0,0,0,0,large,Ankistrodesmus,falcatus
755,Ankistrodesmus fusiformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Ankistrodesmus,fusiformis
756,Ankistrodesmus gracilis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Ankistrodesmus,gracilis
757,Ankistrodesmus nannoselene,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Ankistrodesmus,nannoselene
758,Ankistrodesmus sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Ankistrodesmus,
759,Ankyra flagellé zoospore,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Ankyra,flagelle
760,Ankyra inerme,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Ankyra,inerme
761,Ankyra judayi,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Ankyra,judayi
762,Ankyra lanceolata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Ankyra,lanceolata
763,Botryococcus braunii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,1,0,0,0,0,large,Botryococcus,braunii
764,Carteria multifilis,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Carteria,multifilis
765,Carteria sp.,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Carteria,
766,Carteria wisconsinensis,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Carteria,wisconsinensis
767,Chlamydocapsa sp.,Chlorophyceae,Tetrasporales,1,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chlamydocapsa,
768,Chlorelloidea sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorelloidea,
769,Dictyochlorella reniformis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Dictyochlorella,reniformis
770,Gloeocystis vesiculosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Gloeocystis,vesiculosa
771,Palmeacea sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Palmeacea,
772,Palmellaceae sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Palmellaceae,
773,Palmella sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Palmella,
774,Paradoxia multiseta,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,1,0,0,0,0,large,Paradoxia,multiseta
775,Characiaceae sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Characiaceae,
776,Characium sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Characium,
777,Chlamydomonadacées sp.,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonadacees,
778,Chlamydomonas cf botryospora,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,botryospora
779,Chlamydomonas conica,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,conica
780,Chlamydomonas conica var. subconica,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,conica
781,Chlamydomonas globosa,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,globosa
782,Chlamydomonas gloeopara,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Chlamydomonas,gloeopara
783,Chlamydomonas gloeophila var. irregularis,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,gloeophila
784,Chlamydomonas intermedia,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chlamydomonas,intermedia
785,Chlamydomonas proboscigera,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chlamydomonas,proboscigera
786,Chlamydomonas reinhardtii,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,reinhardtii
787,Chlamydomonas sp.,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,
788,Chlamydomonas sp. 8 µm,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Chlamydomonas,
789,Chlamydomonas zebra,Chlorophyceae,Volvocales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlamydomonas,zebra
790,Chlorella cf ellipsoidea,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorella,ellipsoidea
791,Chlorella vulgaris,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorella,vulgaris
792,Chlorellaceae sp,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Chlorellaceae,
793,Chlorhormidium sp.,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Chlorhormidium,
794,Chlorhormidium subtile,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,0,1,0,large,Chlorhormidium,subtile
795,Chlorolobion saxatile,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Chlorolobion,saxatile
796,Chlorophycées coloniales petits,Chlorophyceae,,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorophycees,coloniales
797,Chlorophycées indéterminées gros,Chlorophyceae,,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chlorophycees,indeterminees
798,Chlorophycées indéterminées petits,Chlorophyceae,,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorophycees,indeterminees
799,Chlorophycées sp.,Chlorophyceae,,0,0,0,1,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chlorophycees,
800,Chlorophycées sp. filaments,Chlorophyceae,,0,0,0,1,Microphytoplancton,1,1,ell,1,0,0,0,0,large,Chlorophycees,
801,Chlorophycées spp.,Chlorophyceae,,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorophycees,
802,Choricystis cf chodatii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Choricystis,chodatii
803,Chlorella + Choricysits,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chlorella,+
804,Choricystis cf minor,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Choricystis,minor
805,Choricystis minor,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Choricystis,minor
806,Closteriopsis longissima,Chlorophyceae,Sphaeropleales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,0,0,0,large,Closteriopsis,longissima
807,Coccomonas platyformis,Chlorophyceae,Chlorococcales,1,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Coccomonas,platyformis
808,Coelastrum astroideum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,astroideum
809,Coelastrum cambricum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,cambricum
810,Coelastrum indicum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,indicum
811,Coelastrum microporum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,microporum
812,Coelastrum morus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,morus
813,Coelastrum pseudomicroporum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,pseudomicroporum
814,Coelastrum reticulatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,reticulatum
815,Coelastrum reticulatum 3 cellules,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,0,0,0,small,Coelastrum,reticulatum
816,Coelastrum sp cellule seule,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,0,0,0,small,Coelastrum,
817,Coelastrum sphaericum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coelastrum,sphaericum
818,Coenochloris hindakii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenochloris,hindakii
819,Coenochloris ovalis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,0,0,0,large,Coenochloris,ovalis
820,Coenochloris pyrenoideum var. minimum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenochloris,pyrenoideum
821,Coenochloris pyrenoidosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenochloris,pyrenoidosa
822,Coenochloris sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenochloris,
823,Coenocystis planctonica var. hercynica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenocystis,planctonica
824,Coenocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenocystis,
825,Coenocystis subcylindrica,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Coenocystis,subcylindrica
826,Crucigenia fenestrata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Crucigenia,fenestrata
827,Crucigenia lauterbornii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Crucigenia,lauterbornii
828,Crucigenia mucronata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Crucigenia,mucronata
829,Crucigenia quadrata,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,0,0,0,large,Crucigenia,quadrata
830,Crucigenia tetrapedia,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Crucigenia,tetrapedia
831,Crucigeniella apiculata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Crucigeniella,apiculata
832,Crucigeniella crucifera,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Crucigeniella,crucifera
833,Crucigeniella lunaris,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Crucigeniella,lunaris
834,Crucigeniella pulchra,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Crucigeniella,pulchra
835,Crucigeniella rectangularis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Crucigeniella,rectangularis
836,Desmatractum indutum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,0,doco,0,0,0,0,0,large,Desmatractum,indutum
837,Dictyosphaerium cf subsolitarium,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dictyosphaerium,subsolitarium
838,Dictyosphaerium subsolitarium,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dictyosphaerium,subsolitarium
839,Dictyosphaerium subsolitarium cellule isolée,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Dictyosphaerium,subsolitarium
840,Dictyosphaerium cf tetrachotomum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,1,0,0,0,0,large,Dictyosphaerium,tetrachotomum
841,Dictyosphaerium ehrenbergianum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dictyosphaerium,ehrenbergianum
842,Dictyosphaerium elongatum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dictyosphaerium,elongatum
843,Dictyosphaerium pulchellum,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dictyosphaerium,pulchellum
844,Didymocystis bicellularis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Didymocystis,bicellularis
845,Didymocystis fina,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Didymocystis,fina
846,Didymocystis planctonica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Didymocystis,planctonica
847,Didymocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Didymocystis,
848,Dimorphococcus lunatus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dimorphococcus,lunatus
849,Dimorphococcus cordatus,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Dimorphococcus,cordatus
850,Echinosphaerella limnetica,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Echinosphaerella,limnetica
851,Elakatothrix gelatinosa,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,1,0,0,0,0,large,Elakatothrix,gelatinosa
852,Elakatothrix sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,ell,1,0,0,0,0,large,Elakatothrix,
853,Elakatothrix viridis,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,0,0,0,0,0,large,Elakatothrix,viridis
854,Eudorina elegans,Chlorophyceae,Volvocales,0,0,0,1,Microphytoplancton,0,1,sphe,1,0,0,0,0,large,Eudorina,elegans
855,Eudorina elegans cellule isolée,Chlorophyceae,Volvocales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,0,0,0,small,Eudorina,elegans
856,Eutetramorus fottii,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,0,0,0,small,Eutetramorus,fottii
857,Eutetramorus globosus,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,0,0,0,large,Eutetramorus,globosus
858,Eutetramorus nygaardii,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,0,0,0,large,Eutetramorus,nygaardii
859,Eutetramorus sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,sphe,0,0,0,0,0,large,Eutetramorus,
860,Flagellé allongé (zoospores de chlorophycée),,,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Flagelle,allonge
861,flagellé diam 10µm,,,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,flagelle,diam
862,flagellé diam 2µm,,,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,flagelle,diam
863,flagellé diam 5µm,,,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,flagelle,diam
864,Fotterella tetrachlorella,Chlorophyceae,Chlorococcales,0,0,0,1,Microphytoplancton,0,1,trel,1,0,0,0,0,large,Fotterella,tetrachlorella
865,Franceia amphitricha,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Franceia,amphitricha
866,Franceia ovalis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Franceia,ovalis
867,Geminella subtillissima,Ulvophyceae,Ulotrichales,0,0,0,1,Microphytoplancton,1,1,trel,1,0,0,0,0,large,Geminella,subtillissima
868,Geminella interrupta,Ulvophyceae,Ulotrichales,0,0,0,1,Nanophytoplancton,1,1,trel,1,0,0,0,0,small,Geminella,interrupta
869,Gloeocystis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,1,0,0,0,0,small,Gloeocystis,
870,Golenkinia radiata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkinia,radiata
871,Golenkinia viridis,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkinia,viridis
872,Golenkiniopsis chlorelloides,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkiniopsis,chlorelloides
873,Golenkiniopsis longispina,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkiniopsis,longispina
874,Golenkiniopsis parvula,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkiniopsis,parvula
875,Golenkiniopsis solitaria,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkiniopsis,solitaria
876,Golenkiniopsis sp.,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,0,sphe,0,0,0,0,0,small,Golenkiniopsis,
877,Gonium pectorale,Chlorophyceae,Volvocales,1,0,0,1,Microphytoplancton,0,1,sphe,1,0,0,0,0,large,Gonium,pectorale
878,Granulocystis helenae,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Granulocystis,helenae
879,Granulocystopsis coronata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Granulocystopsis,coronata
880,Granulocystopsis pseudocoronata,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Granulocystopsis,pseudocoronata
881,Heleochloris pallida,Chlorophyceae,Chlorococcales,0,0,0,1,Nanophytoplancton,0,1,sphe,0,0,0,0,0,small,Heleochloris,pallida
882,Hyaloraphidium contortum,Chlorophyceae,Chlorococcales,0,1,0,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Hyaloraphidium,contortum
