"phyto_name","genus","species","exact.match","accepted","synonyms","orig.name","match.name","Empire","Kingdom","Phylum","Class","Order","Family"
"Romeria simplex","Romeria","simplex","1","1","","Romeria simplex","Romeria simplex","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Leptolyngbyaceae"
"Plagioselmis","Plagioselmis","","1","1","","Plagioselmis","Plagioselmis","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Pyrenomonadales","Geminigeraceae"
"Chroococcus minutus","Chroococcus","minutus","1","1","","Chroococcus minutus","Chroococcus minutus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae"
"Actinastrum","Actinastrum","","1","1","","Actinastrum","Actinastrum","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Cosmarium","Cosmarium","","1","1","","Cosmarium","Cosmarium","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Dictyosphaerium","Dictyosphaerium","","1","0","Mychonastes,Cosmocladium,Chlorella","Dictyosphaerium","Dictyosphaerium","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Chroococcus minor","Chroococcus","minor","1","1","","Chroococcus minor","Chroococcus minor","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae"
"Ochromonas",NA,NA,"0","0",NA,"Ochromonas ",NA,NA,NA,NA,NA,NA,NA
"Desmodesmus communis","Desmodesmus","communis","1","1","","Desmodesmus communis","Desmodesmus communis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Tetrastrum elegans","Tetrastrum","elegans","1","1","","Tetrastrum elegans","Tetrastrum elegans","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Coelastrum astroideum","Coelastrum","astroideum","1","1","","Coelastrum astroideum","Coelastrum astroideum","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Schroederia","Schroederia","","1","0","Ankyra,Pseudoschroederia,Centritractus","Schroederia","Schroederia","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Schroederiaceae"
"Synechococcus","Synechococcus","","1","0","Cyanothece,Cyanobium,Cyanobacterium,Romeria","Synechococcus","Synechococcus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Ulnaria ulna","Ulnaria","ulna","1","1","","Ulnaria ulna","Ulnaria ulna","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Licmophorales","Ulnariaceae"
"Lepocinclis","Lepocinclis","","1","1","","Lepocinclis","Lepocinclis","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Phacaceae"
"Drepanochloris nannoselene","Drepanochloris","nannoselene","1","1","","Drepanochloris nannoselene","Drepanochloris nannoselene","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Ceratium furcoides","Ceratium","furcoides","1","1","","Ceratium furcoides","Ceratium furcoides","Eukaryota","Chromista","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae"
"Pseudoschroederia robusta","Pseudoschroederia","robusta","1","1","","Pseudoschroederia robusta","Pseudoschroederia robusta","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Fragilaria crotonensis","Fragilaria","crotonensis","1","1","","Fragilaria crotonensis","Fragilaria crotonensis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Chroococcus","Chroococcus","","1","0","Eucapsis,Gloeocapsa","Chroococcus","Chroococcus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Chroococcaceae"
"Pseudanabaena catenata","Pseudanabaena","catenata","1","1","","Pseudanabaena catenata","Pseudanabaena catenata","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Crucigenia","Crucigenia","","1","0","Tetrachlorella,Willea,Komarekia,Crucigeniella,Crucigeniopsis","Crucigenia","Crucigenia","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae ordo incertae sedis","Trebouxiophyceae incertae sedis"
"Asterionella formosa","Asterionella","formosa","1","1","","Asterionella formosa","Asterionella formosa","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Tabellariales","Tabellariaceae"
"Bitrichia chodatii","Bitrichia","chodatii","1","1","","Bitrichia chodatii","Bitrichia chodatii","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Hibberdiales","Stylococcaceae"
"Chroomonas","Chroomonas","","1","0","Komma,Teleaulax,Rhinomonas,Hillea,Falcomonas","Chroomonas","Chroomonas","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Hemiselmidaceae"
"Chrysochromulina parva","Chrysochromulina","parva","1","1","","Chrysochromulina parva","Chrysochromulina parva","Eukaryota","Chromista","Haptophyta","Coccolithophyceae","Prymnesiales","Chrysochromulinaceae"
"Cryptomonas marssonii","Cryptomonas","marssonii","1","1","","Cryptomonas marssonii","Cryptomonas marssonii","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Cyclotella cretica var. cyclopuncta","Cyclotella","cretica cyclopuncta","1","1","","Cyclotella cretica cyclopuncta","Cyclotella cretica cyclopuncta","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Dinobryon sociale var. americanum","Dinobryon","sociale americanum","1","1","","Dinobryon sociale americanum","Dinobryon sociale americanum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Fragilaria radians","Fragilaria","radians","1","1","","Fragilaria radians","Fragilaria radians","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Lindavia bodanica","Lindavia","bodanica","1","1","","Lindavia bodanica","Lindavia bodanica","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Monoraphidium komarkovae","Monoraphidium","komarkovae","1","1","","Monoraphidium komarkovae","Monoraphidium komarkovae","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae"
"Plagioselmis lacustris","Plagioselmis","lacustris","1","1","","Plagioselmis lacustris","Plagioselmis lacustris","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Pyrenomonadales","Geminigeraceae"
"Ulnaria delicatissima var. angustissima","Ulnaria","delicatissima angustissima","1","1","","Ulnaria delicatissima angustissima","Ulnaria delicatissima angustissima","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Licmophorales","Ulnariaceae"
"Diatoma tenuis",NA,NA,"0","0",NA,"Diatoma tenuis","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Flagellate diam (10 um)",NA,NA,"0","0",NA,"Flagellate diam",NA,NA,NA,NA,NA,NA,NA
"Gymnodinium lantzschii","Gymnodinium","lantzschii","1","1","","Gymnodinium lantzschii","Gymnodinium lantzschii","Eukaryota","Chromista","Miozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae"
"Gyrodinium helveticum","Gyrodinium","helveticum","1","1","","Gyrodinium helveticum","Gyrodinium helveticum","Eukaryota","Chromista","Miozoa","Dinophyceae","Gymnodiniales","Gyrodiniaceae"
"Kephyrion","Kephyrion","","1","1","","Kephyrion","Kephyrion","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Chrysolykos planctonicus","Chrysolykos","planctonicus","1","1","","Chrysolykos planctonicus","Chrysolykos planctonicus","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Elakatothrix gelatinosa","Elakatothrix","gelatinosa","1","1","","Elakatothrix gelatinosa","Elakatothrix gelatinosa","Eukaryota","Plantae","Charophyta","Klebsormidiophyceae","Klebsormidiales","Elakatotrichaceae"
"Gymnodinium excavatum","Biecheleria","pseudopalustris","1","0","Biecheleria pseudopalustris","Gymnodinium excavatum","Biecheleria pseudopalustris","Eukaryota","Chromista","Miozoa","Dinophyceae","Suessiales","Suessiaceae"
"Navicula tripunctata","Navicula","tripunctata","1","1","","Navicula tripunctata","Navicula tripunctata","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Oocystis lacustris","Oocystis","lacustris","1","1","","Oocystis lacustris","Oocystis lacustris","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Oocystaceae"
"Peridinium goslaviense","Parvodinium","goslaviense","1","0","Parvodinium goslaviense","Peridinium goslaviense","Parvodinium goslaviense","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Peridinium willei","Peridinium","willei","1","1","","Peridinium willei","Peridinium willei","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Trachelomonas elegantissima","Trachelomonas","elegantissima","1","1","","Trachelomonas elegantissima","Trachelomonas elegantissima","Eukaryota","Protozoa","Euglenozoa","Euglenophyceae","Euglenales [=Euglenida]","Euglenaceae"
"Chlorella vulgaris","Chlorella","vulgaris","1","1","","Chlorella vulgaris","Chlorella vulgaris","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae"
"Chlorophyceae",NA,NA,"0","0",NA,"Chlorophyceae ",NA,NA,NA,NA,NA,NA,NA
"Peridiniopsis cunningtonii","Peridiniopsis","cunningtonii","1","1","","Peridiniopsis cunningtonii","Peridiniopsis cunningtonii","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae"
"Aphanothece saxicola","Aphanothece","saxicola","1","1","","Aphanothece saxicola","Aphanothece saxicola","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Chroococcales","Aphanothecaceae"
"Phacotus lendneri","Phacotus","lendneri","1","1","","Phacotus lendneri","Phacotus lendneri","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Phacotaceae"
"Synechococcus elongatus","Synechococcus","elongatus","1","1","","Synechococcus elongatus","Synechococcus elongatus","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Anathece clathrata","Anathece","clathrata","1","1","","Anathece clathrata","Anathece clathrata","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae"
"Dinobryon divergens","Dinobryon","divergens","1","1","","Dinobryon divergens","Dinobryon divergens","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Flagellate diam (5 um)",NA,NA,"0","0",NA,"Flagellate diam",NA,NA,NA,NA,NA,NA,NA
"Gonyaulax apiculata","Gonyaulax","apiculata","1","1","","Gonyaulax apiculata","Gonyaulax apiculata","Eukaryota","Chromista","Miozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae"
"Mougeotia","Mougeotia","","1","0","Mougeotiella","Mougeotia","Mougeotia","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Zygnematales","Zygnemataceae"
"Pseudanabaena mucicola","Pseudanabaena","mucicola","1","1","","Pseudanabaena mucicola","Pseudanabaena mucicola","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Pseudanabaenaceae"
"Aphanocapsa incerta","Aphanocapsa","incerta","1","1","","Aphanocapsa incerta","Aphanocapsa incerta","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae"
"Ceratium hirundinella","Ceratium","hirundinella","1","1","","Ceratium hirundinella","Ceratium hirundinella","Eukaryota","Chromista","Miozoa","Dinophyceae","Gonyaulacales","Ceratiaceae"
"Dinobryon sertularia","Dinobryon","sertularia","1","1","","Dinobryon sertularia","Dinobryon sertularia","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Eucocconeis flexella","Eucocconeis","flexella","1","1","","Eucocconeis flexella","Eucocconeis flexella","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cocconeidales","Achnanthidiaceae"
"Dinobryon sociale var. stipitatum","Dinobryon","sociale stipitatum","1","1","","Dinobryon sociale stipitatum","Dinobryon sociale stipitatum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Cryptomonas curvata","Cryptomonas","curvata","1","1","","Cryptomonas curvata","Cryptomonas curvata","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae"
"Stephanodiscus minutulus","Stephanodiscus","minutulus","1","1","","Stephanodiscus minutulus","Stephanodiscus minutulus","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Achnanthidium exiguum","Lemnicola","exigua","1","0","Lemnicola exigua","Achnanthidium exiguum","Lemnicola exigua","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cocconeidales","Achnanthidiaceae"
"Dinobryon faculiferum","Dinobryon","faculiferum","1","0","Dinobryon petiolatum Will�n 1963","Dinobryon faculiferum","Dinobryon faculiferum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Fragilariforma virescens","Fragilariforma","virescens","1","1","","Fragilariforma virescens","Fragilariforma virescens","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Fragilariales","Fragilariaceae"
"Cyclotella lemanensis","Cyclotella","lemanensis","1","1","","Cyclotella lemanensis","Cyclotella lemanensis","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Stephanodiscus neoastraea","Stephanodiscus","neoastraea","1","1","","Stephanodiscus neoastraea","Stephanodiscus neoastraea","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Cosmarium abbreviatum","Cosmarium","abbreviatum","1","1","","Cosmarium abbreviatum","Cosmarium abbreviatum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Dinobryon bavaricum","Dinobryon","bavaricum","1","1","","Dinobryon bavaricum","Dinobryon bavaricum","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Stichococcus bacillaris","Stichococcus","bacillaris","1","1","","Stichococcus bacillaris","Stichococcus bacillaris","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Prasiolaceae"
"Amphora pediculus","Amphora","pediculus","1","1","","Amphora pediculus","Amphora pediculus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae"
"Delicata delicatula","Delicatophycus","delicatulus","1","0","Delicatophycus delicatulus","Delicata delicatula","Delicatophycus delicatulus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Fragiliaria acus",NA,NA,"0","0",NA,"Fragiliaria acus",NA,NA,NA,NA,NA,NA,NA
"Parvodinium inconspicuum","Parvodinium","inconspicuum","1","1","","Parvodinium inconspicuum","Parvodinium inconspicuum","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniaceae"
"Amphora inariensis","Amphora","inariensis","1","1","","Amphora inariensis","Amphora inariensis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae"
"Epipyxis cylindrica","Epipyxis","cylindrica","1","0","","Epipyxis cylindrica","Epipyxis cylindrica","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae"
"Gymnodinium uberrimum","Gymnodinium","uberrimum","1","1","","Gymnodinium uberrimum","Gymnodinium uberrimum","Eukaryota","Chromista","Miozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae"
"Peridiniopsis elpatiewskyi","Peridiniopsis","elpatiewskyi","1","1","","Peridiniopsis elpatiewskyi","Peridiniopsis elpatiewskyi","Eukaryota","Chromista","Miozoa","Dinophyceae","Peridiniales","Peridiniopsidaceae"
"Lanceola spatulifera","Lanceola","spatulifera","1","1","","Lanceola spatulifera","Lanceola spatulifera","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Characiaceae"
"Cosmarium depressum var planctonicum","Cosmarium","depressum planctonicum","1","1","","Cosmarium depressum planctonicum","Cosmarium depressum planctonicum","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Encyonema leibleinii","Encyonema","leibleinii","1","1","","Encyonema leibleinii","Encyonema leibleinii","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Eunotia arcus","Eunotia","arcus","1","1","","Eunotia arcus","Eunotia arcus","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae"
"Desmodesmus spinosus","Desmodesmus","spinosus","1","1","","Desmodesmus spinosus","Desmodesmus spinosus","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae"
"Denticula tenuis","Denticula","tenuis","1","1","","Denticula tenuis","Denticula tenuis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae"
"Neidiomorpha binodis","Neidiomorpha","binodis","1","1","","Neidiomorpha binodis","Neidiomorpha binodis","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Neidiaceae"
"Cyclotella radiosa","Cyclotella","radiosa","1","1","","Cyclotella radiosa","Cyclotella radiosa","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Encyonopsis microcephala","Encyonopsis","microcephala","1","1","","Encyonopsis microcephala","Encyonopsis microcephala","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae"
"Mallomonas minima",NA,NA,"0","0",NA,"Mallomonas minima","multiplePartialMatch",NA,NA,NA,NA,NA,NA
"Oscillatoria","Oscillatoria","","1","0","Geitlerinema,Phormidium,Leptolyngbya,Oxynema,,Anagnostidinema,Cladophora","Oscillatoria","Oscillatoria","Prokaryota","Eubacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae"
"Botryococcus braunii","Botryococcus","braunii","1","1","","Botryococcus braunii","Botryococcus braunii","Eukaryota","Plantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Botryococcaceae"
"Phacotus lenticularis","Phacotus","lenticularis","1","1","","Phacotus lenticularis","Phacotus lenticularis","Eukaryota","Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Phacotaceae"
"Bitrichia ollula","Bitrichia","ollula","1","1","","Bitrichia ollula","Bitrichia ollula","Eukaryota","Chromista","Ochrophyta","Chrysophyceae","Hibberdiales","Stylococcaceae"
"Pantocsekiella rossii","Pantocsekiella","rossii","1","1","","Pantocsekiella rossii","Pantocsekiella rossii","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Stephanodiscus alpinus","Stephanodiscus","alpinus","1","1","","Stephanodiscus alpinus","Stephanodiscus alpinus","Eukaryota","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae"
"Chroomonas coerulea","Chroomonas","coerulea","1","1","","Chroomonas coerulea","Chroomonas coerulea","Eukaryota","Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Hemiselmidaceae"
"Diploneis papula","Diploneis","papula","1","1","","Diploneis papula","Diploneis papula","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Diploneidaceae"
"Navicula minima","Navicula","minima","1","1","","Navicula minima","Navicula minima","Eukaryota","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae"
"Heimansia pusilla","Heimansia","pusilla","1","1","","Heimansia pusilla","Heimansia pusilla","Eukaryota","Plantae","Charophyta","Conjugatophyceae (Zygnematophyceae)","Desmidiales","Desmidiaceae"
"Mallomonas acaroides","Mallomonas","ploesslii","1","0","Mallomonas ploesslii","Mallomonas acaroides","Mallomonas ploesslii","Eukaryota","Chromista","Ochrophyta","Synurophyceae","Synurales","Mallomonadaceae"
