phyto_name,Empire,Kingdom,Phylum,Class,Order,Family,volume.um3,surface.area.um2,Colonial,SAV,MLD,MSV
Closterium limneticum,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Closteriaceae,3170,384,0,0.121135647,167.5,20.29022082
Cocconeis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Cocconeidales,Cocconeidaceae,742.5,859,0,1.156902357,22,25.45185185
Coelastrum,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,904.32,568,1,0.628096249,12,7.537154989
Cosmarium,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Desmidiales,Desmidiaceae,10601.43,880,0,0.08300767,37,3.07128378
Cryptomonas,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,1368.5,291,0,0.212641578,22,4.678114724
Cryptomonas curvata,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,5143.32,718,0,0.139598547,42,5.863138984
Cryptomonas obovoidea,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,381.2,875,0,2.295383001,13,29.83997901
Cyclotella,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,98.13,844,0,8.600835626,5,43.00417813
Desmodesmus bicaudatus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,665.6,810,1,1.216947115,16,19.47115385
Diatoma vulgaris,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,3600,345,1,0.095833333,100,9.583333333
Dinobryon,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,1150,201,0,0.174782609,13,2.272173913
Dinobryon cylindricum,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,805.8,733,1,0.909655001,100,90.96550012
Dinobryon divergens,Dinobryaceae,Chromulinales,Chrysophyceae,Ochrophyta,Chromista,Eukaryota,805.8,733,1,0.909655001,150,136.4482502
Dinobryon sertularia,Eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,916.3,743,1,0.810869802,150,121.6304704
Discostella pseudostelligera,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,269.26,203,0,0.753918146,7,5.277427022
Dolichospermum planctonicum,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,4415.63,2380.12,1,0.539021612,100,53.90216119
Eudorina elegans,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,76302,25434,1,0.333333333,70,23.33333333
Fragilaria acus,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,560,677,0,1.208928571,35,42.3125
Fragilaria rumpens,Fragilariaceae,Fragilariales,Bacillariophyceae,Bacillariophyta,Chromista,Eukaryota,486,753,1,1.549382716,40,61.97530864
Gymnodinium,Eukaryota,Chromista,Miozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,3611,656,0,0.181667128,20,3.633342564
Gyrodinium helveticum,Gyrodiniaceae,Gymnodiniales,Dinophyceae,Miozoa,Chromista,Eukaryota,6230.8,857,0,0.137542531,35,4.813988573
Hippodonta capitata,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,252,658,0,2.611111111,20,52.22222222
Klebsormidium subtile,Eukaryota,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,3848.2,2274.93,1,0.591167299,100,59.1167299
Komvophoron minutum,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Gomontiellaceae,314,640.27,1,2.039076433,80,163.1261146
Korshikoviella limnetica,Characiaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,699.96,357,0,0.510029145,53.5,27.28655923
Lemmermannia triangularis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae ordo incertae sedis,Trebouxiophyceae incertae sedis,403.2,801,1,1.986607143,12,23.83928571
Limnococcus limneticus,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,32400,14400,1,0.444444444,60,26.66666667
Limnothrix planctonica,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,314,650,1,2.070063694,100,207.0063694
Limnothrix redekei,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,176.7,474.53,1,2.685512168,100,268.5512168
Lindavia bodanica,Eukaryota,Chromista,Bacillariophyta,Mediophyceae,Stephanodiscales,Stephanodiscaceae,50240,622,0,0.012380573,40,0.49522293
Lyngbya,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,5024,2612.48,1,0.52,100,52
Mallomonas,Eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,785.4,157,0,0.199898141,15,2.998472116
Micractinium pusillum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,10048,15624.05,1,1.554941282,100,155.4941282
Microcystis aeruginosa,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,5236,31400,1,5.996944232,100,599.6944232
Monactinus simplex,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,235500,31425.12,1,0.13344,100,13.344
Monoraphidium minutum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,131.9,828,0,6.277482942,15,94.16224412
Mougeotia,Eukaryota,Plantae,Charophyta,Conjugatophyceae (Zygnematophyceae),Zygnematales,Zygnemataceae,2544.7,102,1,0.04008331,100,4.008331041
Mucidosphaerium pulchellum,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,5747,5538.96,1,0.963800244,80,77.10401949
Nitzschia,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,784,70,0,0.089285714,49,4.375
Nitzschia acicularis,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,283.5,809,0,2.85361552,45,128.4126984
Oocystis,Eukaryota,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,131.9,612,0,4.639878696,15,69.59818044
Oscillatoria,Prokaryota,Eubacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,2827.4,1940.52,1,0.686326661,100,68.63266605
Parvodinium inconspicuum,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,3769.9,603,0,0.159951192,25,3.998779808
Peridinium,Eukaryota,Chromista,Miozoa,Dinophyceae,Peridiniales,Peridiniaceae,9188.0325,707,0,0.076947921,27,2.07759387
Plagioselmis lacustris,Eukaryota,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,586.13,97,0,0.165492297,14,2.316892157
Pseudopediastrum boryanum,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,794812.5,70675.12,1,0.088920494,150,13.33807407
Pseudopedinella,Eukaryota,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,321.54,748,1,2.326304659,2.5,5.815761647
Scenedesmus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,640,750,1,1.171875,20,23.4375
Scenedesmus obtusus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,2534.4,2205,1,0.870028409,24,20.88068182
Staurosira construens,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,441,782,1,1.77324263,19.5,34.57823129
Synedra,Eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,90,356,1,3.955555556,15,59.33333333
Tetradesmus lagerheimii,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,1099.6,1285.71,1,1.169252455,20,23.38504911
Tetradesmus obliquus,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,653.5,925.71,1,1.416541699,16,22.66466718
Tetraedron,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,1458,607,0,0.416323731,18,7.49382716
Willea crucifera,Eukaryota,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,460.8,483,1,1.048177083,18,18.8671875
Woronichinia naegeliana,Coelosphaeriaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Eubacteria,Prokaryota,1635.42,6114.8,1,3.738978366,4,14.95591347
